loop_depth,is_innermost,has_parent_loop,num_subloops,num_basic_blocks,num_exiting_blocks,num_instructions,num_phi_nodes,num_terminator_instructions,num_loads,num_stores,num_forward_contiguous_loads,num_reverse_contiguous_loads,num_strided_loads,num_unknown_loads,num_forward_contiguous_stores,num_reverse_contiguous_stores,num_strided_stores,num_unknown_stores,num_integer_ops,num_float_ops,has_reduction,num_reductions,num_branches,num_conditional_branches,num_calls,trip_count_known,trip_count,max_trip_count_known,max_trip_count,memory_op_ratio,control_overhead_ratio,arithmetic_intensity,vf,if,benchmark,loop_id,profitable
3,1,1,0,1,1,12,2,1,2,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.25,0.08333333,0.6666667,4,1,2mm,5,1
3,1,1,0,1,1,12,2,1,2,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.25,0.08333333,0.6666667,4,2,2mm,5,1
3,1,1,0,1,1,12,2,1,2,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.25,0.08333333,0.6666667,4,4,2mm,5,1
3,1,1,0,1,1,12,2,1,2,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.25,0.08333333,0.6666667,8,1,2mm,5,1
3,1,1,0,1,1,12,2,1,2,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.25,0.08333333,0.6666667,8,2,2mm,5,1
3,1,1,0,1,1,12,2,1,2,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.25,0.08333333,0.6666667,8,4,2mm,5,1
3,1,1,0,1,1,12,2,1,2,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.25,0.08333333,0.6666667,16,1,2mm,5,1
3,1,1,0,1,1,12,2,1,2,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.25,0.08333333,0.6666667,16,2,2mm,5,1
3,1,1,0,1,1,12,2,1,2,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1100,1,1100,0.25,0.08333333,0.6666667,16,4,2mm,5,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,900,1,900,0.2727273,0.09090909,0.3333333,2,1,3mm,2,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,900,1,900,0.2727273,0.09090909,0.3333333,2,2,3mm,2,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,900,1,900,0.2727273,0.09090909,0.3333333,2,4,3mm,2,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,900,1,900,0.2727273,0.09090909,0.3333333,4,1,3mm,2,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,900,1,900,0.2727273,0.09090909,0.3333333,4,2,3mm,2,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,900,1,900,0.2727273,0.09090909,0.3333333,4,4,3mm,2,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,900,1,900,0.2727273,0.09090909,0.3333333,8,1,3mm,2,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,900,1,900,0.2727273,0.09090909,0.3333333,8,2,3mm,2,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,900,1,900,0.2727273,0.09090909,0.3333333,8,4,3mm,2,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,900,1,900,0.2727273,0.09090909,0.3333333,16,1,3mm,2,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,900,1,900,0.2727273,0.09090909,0.3333333,16,2,3mm,2,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,900,1,900,0.2727273,0.09090909,0.3333333,16,4,3mm,2,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1200,1,1200,0.2727273,0.09090909,0.3333333,2,1,3mm,5,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1200,1,1200,0.2727273,0.09090909,0.3333333,2,2,3mm,5,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1200,1,1200,0.2727273,0.09090909,0.3333333,2,4,3mm,5,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1200,1,1200,0.2727273,0.09090909,0.3333333,4,1,3mm,5,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1200,1,1200,0.2727273,0.09090909,0.3333333,4,2,3mm,5,0
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1200,1,1200,0.2727273,0.09090909,0.3333333,4,4,3mm,5,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1200,1,1200,0.2727273,0.09090909,0.3333333,8,1,3mm,5,0
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1200,1,1200,0.2727273,0.09090909,0.3333333,8,2,3mm,5,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1200,1,1200,0.2727273,0.09090909,0.3333333,8,4,3mm,5,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1200,1,1200,0.2727273,0.09090909,0.3333333,16,1,3mm,5,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1200,1,1200,0.2727273,0.09090909,0.3333333,16,2,3mm,5,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1200,1,1200,0.2727273,0.09090909,0.3333333,16,4,3mm,5,1
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1000,1,1000,0.2727273,0.09090909,0.3333333,2,1,3mm,8,0
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1000,1,1000,0.2727273,0.09090909,0.3333333,2,2,3mm,8,0
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1000,1,1000,0.2727273,0.09090909,0.3333333,2,4,3mm,8,0
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1000,1,1000,0.2727273,0.09090909,0.3333333,4,1,3mm,8,0
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1000,1,1000,0.2727273,0.09090909,0.3333333,4,2,3mm,8,0
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1000,1,1000,0.2727273,0.09090909,0.3333333,4,4,3mm,8,0
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1000,1,1000,0.2727273,0.09090909,0.3333333,8,1,3mm,8,0
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1000,1,1000,0.2727273,0.09090909,0.3333333,8,2,3mm,8,0
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1000,1,1000,0.2727273,0.09090909,0.3333333,8,4,3mm,8,0
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1000,1,1000,0.2727273,0.09090909,0.3333333,16,1,3mm,8,0
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1000,1,1000,0.2727273,0.09090909,0.3333333,16,2,3mm,8,0
3,1,1,0,1,1,11,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1000,1,1000,0.2727273,0.09090909,0.3333333,16,4,3mm,8,0
2,1,1,0,1,1,11,2,1,2,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.2727273,0.09090909,0.3333333,2,1,atax,1,1
2,1,1,0,1,1,11,2,1,2,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.2727273,0.09090909,0.3333333,2,2,atax,1,1
2,1,1,0,1,1,11,2,1,2,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.2727273,0.09090909,0.3333333,2,4,atax,1,1
2,1,1,0,1,1,11,2,1,2,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.2727273,0.09090909,0.3333333,4,1,atax,1,1
2,1,1,0,1,1,11,2,1,2,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.2727273,0.09090909,0.3333333,4,2,atax,1,1
2,1,1,0,1,1,11,2,1,2,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.2727273,0.09090909,0.3333333,4,4,atax,1,1
2,1,1,0,1,1,11,2,1,2,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.2727273,0.09090909,0.3333333,8,1,atax,1,1
2,1,1,0,1,1,11,2,1,2,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.2727273,0.09090909,0.3333333,8,2,atax,1,1
2,1,1,0,1,1,11,2,1,2,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.2727273,0.09090909,0.3333333,8,4,atax,1,1
2,1,1,0,1,1,11,2,1,2,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.2727273,0.09090909,0.3333333,16,1,atax,1,0
2,1,1,0,1,1,11,2,1,2,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.2727273,0.09090909,0.3333333,16,2,atax,1,0
2,1,1,0,1,1,11,2,1,2,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.2727273,0.09090909,0.3333333,16,4,atax,1,0
2,1,1,0,1,1,11,1,1,3,1,3,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.3636364,0.09090909,0.25,2,1,atax,2,0
2,1,1,0,1,1,11,1,1,3,1,3,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.3636364,0.09090909,0.25,2,2,atax,2,0
2,1,1,0,1,1,11,1,1,3,1,3,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.3636364,0.09090909,0.25,2,4,atax,2,0
2,1,1,0,1,1,11,1,1,3,1,3,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.3636364,0.09090909,0.25,4,1,atax,2,0
2,1,1,0,1,1,11,1,1,3,1,3,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.3636364,0.09090909,0.25,4,2,atax,2,0
2,1,1,0,1,1,11,1,1,3,1,3,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.3636364,0.09090909,0.25,4,4,atax,2,0
2,1,1,0,1,1,11,1,1,3,1,3,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.3636364,0.09090909,0.25,8,1,atax,2,0
2,1,1,0,1,1,11,1,1,3,1,3,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.3636364,0.09090909,0.25,8,2,atax,2,0
2,1,1,0,1,1,11,1,1,3,1,3,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.3636364,0.09090909,0.25,8,4,atax,2,0
2,1,1,0,1,1,11,1,1,3,1,3,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.3636364,0.09090909,0.25,16,1,atax,2,0
2,1,1,0,1,1,11,1,1,3,1,3,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.3636364,0.09090909,0.25,16,2,atax,2,0
2,1,1,0,1,1,11,1,1,3,1,3,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2100,1,2100,0.3636364,0.09090909,0.25,16,4,atax,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,2,1,correlation,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,2,2,correlation,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,2,4,correlation,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,4,1,correlation,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,4,2,correlation,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,4,4,correlation,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,8,1,correlation,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,8,2,correlation,2,1
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,8,4,correlation,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,16,1,correlation,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,16,2,correlation,2,1
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,16,4,correlation,2,0
2,1,1,0,1,1,15,1,1,3,2,3,0,0,0,2,0,0,0,1,3,0,0,1,1,0,1,1200,1,1200,0.3333333,0.06666667,0.8,2,1,correlation,4,0
2,1,1,0,1,1,15,1,1,3,2,3,0,0,0,2,0,0,0,1,3,0,0,1,1,0,1,1200,1,1200,0.3333333,0.06666667,0.8,2,2,correlation,4,1
2,1,1,0,1,1,15,1,1,3,2,3,0,0,0,2,0,0,0,1,3,0,0,1,1,0,1,1200,1,1200,0.3333333,0.06666667,0.8,2,4,correlation,4,0
2,1,1,0,1,1,15,1,1,3,2,3,0,0,0,2,0,0,0,1,3,0,0,1,1,0,1,1200,1,1200,0.3333333,0.06666667,0.8,4,1,correlation,4,1
2,1,1,0,1,1,15,1,1,3,2,3,0,0,0,2,0,0,0,1,3,0,0,1,1,0,1,1200,1,1200,0.3333333,0.06666667,0.8,4,2,correlation,4,1
2,1,1,0,1,1,15,1,1,3,2,3,0,0,0,2,0,0,0,1,3,0,0,1,1,0,1,1200,1,1200,0.3333333,0.06666667,0.8,4,4,correlation,4,1
2,1,1,0,1,1,15,1,1,3,2,3,0,0,0,2,0,0,0,1,3,0,0,1,1,0,1,1200,1,1200,0.3333333,0.06666667,0.8,8,1,correlation,4,0
2,1,1,0,1,1,15,1,1,3,2,3,0,0,0,2,0,0,0,1,3,0,0,1,1,0,1,1200,1,1200,0.3333333,0.06666667,0.8,8,2,correlation,4,1
2,1,1,0,1,1,15,1,1,3,2,3,0,0,0,2,0,0,0,1,3,0,0,1,1,0,1,1200,1,1200,0.3333333,0.06666667,0.8,8,4,correlation,4,1
2,1,1,0,1,1,15,1,1,3,2,3,0,0,0,2,0,0,0,1,3,0,0,1,1,0,1,1200,1,1200,0.3333333,0.06666667,0.8,16,1,correlation,4,1
2,1,1,0,1,1,15,1,1,3,2,3,0,0,0,2,0,0,0,1,3,0,0,1,1,0,1,1200,1,1200,0.3333333,0.06666667,0.8,16,2,correlation,4,1
2,1,1,0,1,1,15,1,1,3,2,3,0,0,0,2,0,0,0,1,3,0,0,1,1,0,1,1200,1,1200,0.3333333,0.06666667,0.8,16,4,correlation,4,1
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,2,1,correlation,8,1
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,2,2,correlation,8,1
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,2,4,correlation,8,1
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,4,1,correlation,8,1
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,4,2,correlation,8,1
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,4,4,correlation,8,0
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,8,1,correlation,8,0
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,8,2,correlation,8,0
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,8,4,correlation,8,1
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,16,1,correlation,8,1
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,16,2,correlation,8,1
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,16,4,correlation,8,1
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,2,1,covariance,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,2,2,covariance,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,2,4,covariance,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,4,1,covariance,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,4,2,covariance,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,4,4,covariance,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,8,1,covariance,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,8,2,covariance,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,8,4,covariance,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,16,1,covariance,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,16,2,covariance,2,0
3,1,1,0,1,1,12,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1400,1,1400,0.25,0.08333333,0.3333333,16,4,covariance,2,0
2,1,1,0,1,1,10,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1200,1,1200,0.3,0.1,0.6666667,2,1,covariance,4,0
2,1,1,0,1,1,10,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1200,1,1200,0.3,0.1,0.6666667,2,2,covariance,4,0
2,1,1,0,1,1,10,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1200,1,1200,0.3,0.1,0.6666667,2,4,covariance,4,0
2,1,1,0,1,1,10,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1200,1,1200,0.3,0.1,0.6666667,4,1,covariance,4,0
2,1,1,0,1,1,10,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1200,1,1200,0.3,0.1,0.6666667,4,2,covariance,4,0
2,1,1,0,1,1,10,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1200,1,1200,0.3,0.1,0.6666667,4,4,covariance,4,0
2,1,1,0,1,1,10,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1200,1,1200,0.3,0.1,0.6666667,8,1,covariance,4,0
2,1,1,0,1,1,10,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1200,1,1200,0.3,0.1,0.6666667,8,2,covariance,4,0
2,1,1,0,1,1,10,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1200,1,1200,0.3,0.1,0.6666667,8,4,covariance,4,0
2,1,1,0,1,1,10,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1200,1,1200,0.3,0.1,0.6666667,16,1,covariance,4,0
2,1,1,0,1,1,10,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1200,1,1200,0.3,0.1,0.6666667,16,2,covariance,4,0
2,1,1,0,1,1,10,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1200,1,1200,0.3,0.1,0.6666667,16,4,covariance,4,0
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,2,1,covariance,6,0
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,2,2,covariance,6,0
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,2,4,covariance,6,0
2,1,1,0,1,1,9,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1400,1,1400,0.2222222,0.1111111,1.0,4,1,covariance,6,0
