benchmark,function,loop_id,unroll_factor,loop_depth,is_innermost,has_parent_loop,num_subloops,num_basic_blocks,num_exiting_blocks,num_instructions,num_phi_nodes,num_terminator_instructions,num_loads,num_stores,num_integer_ops,num_float_ops,num_branches,num_conditional_branches,num_calls,trip_count_known,trip_count,max_trip_count_known,max_trip_count,memory_op_ratio,control_overhead_ratio,arithmetic_intensity,baseline_mean_seconds,candidate_mean_seconds,candidate_stddev_seconds,candidate_median_seconds,candidate_min_seconds,candidate_max_seconds,speedup,profitable
2mm,init_array,6,8,1,0,0,1,7,1,38,0,7,13,4,5,1,7,2,0,1,800,1,800,0.4473684,0.1842105,0.3529412,1.6886442594199997,2.049825207639999,0.39890112360014646,1.9736193836,1.5707033566000002,2.6591378056,0.8237991479108437,0
2mm,init_array,6,16,1,0,0,1,7,1,38,0,7,13,4,5,1,7,2,0,1,800,1,800,0.4473684,0.1842105,0.3529412,1.6886442594199997,1.74572522016,0.0908571012865245,1.74925321824,1.57713843424,2.04000371424,0.9673024367862609,0
2mm,init_array,7,2,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1200,1,1200,0.4444444,0.1111111,0.4166667,1.6886442594199997,1.6994780298,0.09237244824382491,1.70000783188,1.57928012888,2.00652952788,0.9936252365785069,0
2mm,init_array,7,4,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1200,1,1200,0.4444444,0.1111111,0.4166667,1.6886442594199997,1.6473695816,0.09749613725048936,1.60650431288,1.5807053058799998,2.0267181988800003,1.0250548985977463,1
2mm,init_array,7,8,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1200,1,1200,0.4444444,0.1111111,0.4166667,1.6886442594199997,1.66769011518,0.08475702798253423,1.6380996179399998,1.58287647894,1.9323907599399999,1.012564770906337,1
2mm,init_array,7,16,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1200,1,1200,0.4444444,0.1111111,0.4166667,1.6886442594199997,1.7131520687600004,0.0862588313531092,1.7367482453200003,1.59960233932,1.8326095543200003,0.985694317634196,0
2mm,kernel_2mm,8,2,1,0,0,1,11,1,68,0,11,26,7,3,1,11,3,1,1,900,1,900,0.4852941,0.1617647,0.1212121,1.6886442594199997,1.71605452686,0.2046592942096992,1.6804224122600002,1.5984458972600002,2.65347671226,0.9840271582219738,0
2mm,kernel_2mm,8,4,1,0,0,1,11,1,68,0,11,26,7,3,1,11,3,1,1,900,1,900,0.4852941,0.1617647,0.1212121,1.6886442594199997,1.75244362708,0.08877274643210174,1.7640073046400002,1.58656622164,2.0272064966400003,0.9635940542256954,0
2mm,kernel_2mm,8,8,1,0,0,1,11,1,68,0,11,26,7,3,1,11,3,1,1,900,1,900,0.4852941,0.1617647,0.1212121,1.6886442594199997,1.6790484413000002,0.11115202314877691,1.6300771634200002,1.5940734674200001,2.1075650604200002,1.0057150335177762,1
2mm,kernel_2mm,8,16,1,0,0,1,11,1,68,0,11,26,7,3,1,11,3,1,1,900,1,900,0.4852941,0.1617647,0.1212121,1.6886442594199997,1.7297931027000004,0.08898640752403669,1.74983796258,1.5930674655800001,1.94823837058,0.9762116965226811,0
2mm,kernel_2mm,9,2,2,0,1,1,7,1,57,0,7,23,5,2,1,7,2,1,1,1200,1,1200,0.4912281,0.122807,0.1071429,1.6886442594199997,1.6665242154200002,0.06078711566007199,1.6556868048600002,1.59401242086,1.80322293086,1.0132731608669874,1
2mm,kernel_2mm,9,4,2,0,1,1,7,1,57,0,7,23,5,2,1,7,2,1,1,1200,1,1200,0.4912281,0.122807,0.1071429,1.6886442594199997,1.6933771594200004,0.09106652417368574,1.67598033742,1.59327243242,1.91912509542,0.997205052652522,0
2mm,kernel_2mm,9,8,2,0,1,1,7,1,57,0,7,23,5,2,1,7,2,1,1,1200,1,1200,0.4912281,0.122807,0.1071429,1.6886442594199997,1.7362456019199997,0.1722885373296669,1.7129232404399999,1.58362584244,2.30196403844,0.9725837505665323,0
2mm,kernel_2mm,9,16,2,0,1,1,7,1,57,0,7,23,5,2,1,7,2,1,1,1200,1,1200,0.4912281,0.122807,0.1071429,1.6886442594199997,1.7386678274200003,0.087761150600584,1.74569479658,1.58715087758,2.04649032258,0.9712287952815978,0
2mm,kernel_2mm,10,2,3,1,1,0,3,1,35,0,3,15,2,1,0,3,1,1,1,1100,1,1100,0.4857143,0.08571429,0.05882353,1.6886442594199997,1.7076894622800003,0.08052400352274633,1.6942409520000001,1.6044489900000003,1.9086066220000002,0.9888473851477817,0
2mm,kernel_2mm,10,4,3,1,1,0,3,1,35,0,3,15,2,1,0,3,1,1,1,1100,1,1100,0.4857143,0.08571429,0.05882353,1.6886442594199997,1.7330643969600004,0.0730873085113363,1.69928746352,1.65178889852,1.86746181252,0.9743690207831176,0
2mm,kernel_2mm,10,8,3,1,1,0,3,1,35,0,3,15,2,1,0,3,1,1,1,1100,1,1100,0.4857143,0.08571429,0.05882353,1.6886442594199997,1.8381364165600003,0.11733608975585734,1.80210311164,1.63293027164,2.2169850586399997,0.918671891926406,0
2mm,kernel_2mm,10,16,3,1,1,0,3,1,35,0,3,15,2,1,0,3,1,1,1,1100,1,1100,0.4857143,0.08571429,0.05882353,1.6886442594199997,1.6367350080400005,0.09965838978607476,1.59299979892,1.56452263992,2.02629492792,1.0317151225610803,1
2mm,kernel_2mm,11,2,1,0,0,1,11,1,67,0,11,25,7,3,1,11,3,1,1,900,1,900,0.4776119,0.1641791,0.125,1.6886442594199997,1.7521501965200001,0.062132744134860536,1.77306465044,1.61185861744,1.8735243564400001,0.963755426203683,0
2mm,kernel_2mm,11,4,1,0,0,1,11,1,67,0,11,25,7,3,1,11,3,1,1,900,1,900,0.4776119,0.1641791,0.125,1.6886442594199997,1.73404434436,0.09534974451638162,1.75865907992,1.6079539369200002,2.0260094989199997,0.9738183829683107,0
2mm,kernel_2mm,11,8,1,0,0,1,11,1,67,0,11,25,7,3,1,11,3,1,1,900,1,900,0.4776119,0.1641791,0.125,1.6886442594199997,1.68496256354,0.08230569010533316,1.63887184278,1.59170599478,1.80315134578,1.002185031263997,1
2mm,kernel_2mm,11,16,1,0,0,1,11,1,67,0,11,25,7,3,1,11,3,1,1,900,1,900,0.4776119,0.1641791,0.125,1.6886442594199997,1.7011803918800001,0.07530323556258023,1.7018658890400002,1.58529375104,1.8645100310400002,0.9926309211416747,0
2mm,kernel_2mm,12,2,2,0,1,1,7,1,56,0,7,22,5,2,1,7,2,1,1,800,1,800,0.4821429,0.125,0.1111111,1.6886442594199997,1.7071934848200003,0.09794060560799649,1.6958744159,1.5950975519000001,2.0160726439,0.9891346671804125,0
2mm,kernel_2mm,12,4,2,0,1,1,7,1,56,0,7,22,5,2,1,7,2,1,1,800,1,800,0.4821429,0.125,0.1111111,1.6886442594199997,1.7161629810599999,0.21939314640755633,1.6699479054600002,1.57725639546,2.7018733344599997,0.9839649718915373,0
2mm,kernel_2mm,12,8,2,0,1,1,7,1,56,0,7,22,5,2,1,7,2,1,1,800,1,800,0.4821429,0.125,0.1111111,1.6886442594199997,1.7600402596,0.061699006274098626,1.7716564784000002,1.6128132454000002,1.8567701734000002,0.9594350187215455,0
2mm,kernel_2mm,12,16,2,0,1,1,7,1,56,0,7,22,5,2,1,7,2,1,1,800,1,800,0.4821429,0.125,0.1111111,1.6886442594199997,1.7004143405399994,0.10752989289310341,1.68825631702,1.59512991302,2.04066998602,0.9930781099409796,0
2mm,kernel_2mm,13,2,3,1,1,0,3,1,37,0,3,16,2,1,1,3,1,1,1,1100,1,1100,0.4864865,0.08108108,0.1111111,1.6886442594199997,1.6599652476600002,0.0750087819779011,1.6376677579,1.5813301969000002,1.8799241199,1.0172768748023053,1
2mm,kernel_2mm,13,4,3,1,1,0,3,1,37,0,3,16,2,1,1,3,1,1,1,1100,1,1100,0.4864865,0.08108108,0.1111111,1.6886442594199997,1.6658321344600007,0.08552340188336974,1.6240583645400002,1.5876472935400001,1.90682375054,1.0136941318924635,1
2mm,kernel_2mm,13,8,3,1,1,0,3,1,37,0,3,16,2,1,1,3,1,1,1,1100,1,1100,0.4864865,0.08108108,0.1111111,1.6886442594199997,1.7422689394600008,0.07639408660769517,1.7619102126200001,1.5995756706200002,1.8789498566200002,0.9692213533597048,0
2mm,kernel_2mm,13,16,3,1,1,0,3,1,37,0,3,16,2,1,1,3,1,1,1,1100,1,1100,0.4864865,0.08108108,0.1111111,1.6886442594199997,1.6672472221799999,0.16720310084442436,1.60152356746,1.5682818924600002,2.32460582346,1.0128337519207393,1
2mm,print_array,14,2,1,0,0,1,9,1,41,0,9,15,3,5,0,9,3,2,1,800,1,800,0.4390244,0.2195122,0.2777778,1.6886442594199997,1.7280638787799998,0.07509269809222542,1.7366690975,1.5889705575000002,1.9309659495,0.9771885635455617,0
2mm,print_array,14,4,1,0,0,1,9,1,41,0,9,15,3,5,0,9,3,2,1,800,1,800,0.4390244,0.2195122,0.2777778,1.6886442594199997,1.68466982946,0.0967404107523618,1.6716606073,1.5659841513000001,1.9993456733,1.0023591744153653,1
2mm,print_array,14,8,1,0,0,1,9,1,41,0,9,15,3,5,0,9,3,2,1,800,1,800,0.4390244,0.2195122,0.2777778,1.6886442594199997,1.6656805128599996,0.08984177515037708,1.61158356074,1.57375488874,1.90685135074,1.013786405245608,1
2mm,print_array,14,16,1,0,0,1,9,1,41,0,9,15,3,5,0,9,3,2,1,800,1,800,0.4390244,0.2195122,0.2777778,1.6886442594199997,1.6543386903000004,0.07079277856607157,1.61242448314,1.5740406591400002,1.7782725241400001,1.0207367265972473,1
2mm,print_array,15,2,2,1,1,0,5,1,30,0,5,12,1,4,0,5,2,2,1,1200,1,1200,0.4333333,0.1666667,0.3076923,1.6886442594199997,1.6820447543400001,0.0992508070642064,1.65659744406,1.58124090006,2.01127891506,1.0039235014781691,1
2mm,print_array,15,4,2,1,1,0,5,1,30,0,5,12,1,4,0,5,2,2,1,1200,1,1200,0.4333333,0.1666667,0.3076923,1.6886442594199997,1.74214618286,0.22519909952876271,1.7252287523800003,1.56911985938,2.75379570938,0.9692896474667995,0
2mm,print_array,15,8,2,1,1,0,5,1,30,0,5,12,1,4,0,5,2,2,1,1200,1,1200,0.4333333,0.1666667,0.3076923,1.6886442594199997,1.7692146376200002,0.07360825501556845,1.7671862860200003,1.60748156002,2.02475399202,0.9544598057879591,0
2mm,print_array,15,16,2,1,1,0,5,1,30,0,5,12,1,4,0,5,2,2,1,1200,1,1200,0.4333333,0.1666667,0.3076923,1.6886442594199997,1.7405897049400003,0.08462404831009321,1.7650634177,1.6123754627000002,1.8682228677000001,0.9701564099956622,0
