benchmark,function,loop_id,unroll_factor,loop_depth,is_innermost,has_parent_loop,num_subloops,num_basic_blocks,num_exiting_blocks,num_instructions,num_phi_nodes,num_terminator_instructions,num_loads,num_stores,num_integer_ops,num_float_ops,num_branches,num_conditional_branches,num_calls,trip_count_known,trip_count,max_trip_count_known,max_trip_count,memory_op_ratio,control_overhead_ratio,arithmetic_intensity,baseline_mean_seconds,candidate_mean_seconds,candidate_stddev_seconds,candidate_median_seconds,candidate_min_seconds,candidate_max_seconds,speedup,profitable
jacobi-2d,kernel_jacobi_2d,5,16,2,0,1,1,7,1,79,0,7,29,4,8,5,7,2,0,1,1300,1,1300,0.4177215,0.08860759,0.3939394,1.7900776604799997,1.8139478034600003,0.03269594856533617,1.79803619446,1.78008279046,1.91481690946,0.9868407773727174,0
jacobi-2d,kernel_jacobi_2d,6,2,3,1,1,0,3,1,67,0,3,26,2,6,5,3,1,0,1,1300,1,1300,0.4179104,0.04477612,0.3928571,1.7900776604799997,1.8439679003200005,0.03682124834230575,1.8280936398000003,1.8004849658000002,1.9560792368000002,0.9707748492635644,0
jacobi-2d,kernel_jacobi_2d,6,4,3,1,1,0,3,1,67,0,3,26,2,6,5,3,1,0,1,1300,1,1300,0.4179104,0.04477612,0.3928571,1.7900776604799997,1.8329980484000004,0.12203177252913627,1.7982497377200002,1.76779572572,2.37405144972,0.9765845970444621,0
jacobi-2d,kernel_jacobi_2d,6,8,3,1,1,0,3,1,67,0,3,26,2,6,5,3,1,0,1,1300,1,1300,0.4179104,0.04477612,0.3928571,1.7900776604799997,1.8560648678199996,0.06375869512680406,1.83911377778,1.7711945067800001,2.00190231478,0.9644477903310008,0
jacobi-2d,kernel_jacobi_2d,6,16,3,1,1,0,3,1,67,0,3,26,2,6,5,3,1,0,1,1300,1,1300,0.4179104,0.04477612,0.3928571,1.7900776604799997,1.8203835097999996,0.07599536231595384,1.78932334816,1.76122359616,2.0459405801600004,0.9833519425127458,0
jacobi-2d,print_array,7,2,1,0,0,1,9,1,41,0,9,15,3,5,0,9,3,2,1,1300,1,1300,0.4390244,0.2195122,0.2777778,1.7900776604799997,1.8771843462800002,0.04324430644851185,1.8697544284,1.8209803514,2.0188818544,0.9535971595050753,0
jacobi-2d,print_array,7,4,1,0,0,1,9,1,41,0,9,15,3,5,0,9,3,2,1,1300,1,1300,0.4390244,0.2195122,0.2777778,1.7900776604799997,1.8220570978599997,0.0346657085164889,1.8173724285000001,1.7595846515,1.9106528595,0.9824487183098929,0
jacobi-2d,print_array,7,8,1,0,0,1,9,1,41,0,9,15,3,5,0,9,3,2,1,1300,1,1300,0.4390244,0.2195122,0.2777778,1.7900776604799997,1.8830255698000005,0.033396855739853494,1.872231775,1.827362193,1.959893414,0.9506390615131833,0
jacobi-2d,print_array,7,16,1,0,0,1,9,1,41,0,9,15,3,5,0,9,3,2,1,1300,1,1300,0.4390244,0.2195122,0.2777778,1.7900776604799997,1.9070941736000002,0.04026362286595939,1.9056794354800002,1.8311579584800002,2.00538655348,0.9386414605320147,0
jacobi-2d,print_array,8,2,2,1,1,0,5,1,30,0,5,12,1,4,0,5,2,2,1,1300,1,1300,0.4333333,0.1666667,0.3076923,1.7900776604799997,1.9005770355800002,0.02577297396223018,1.90304593234,1.85923690634,1.95868772134,0.9418600914188783,0
jacobi-2d,print_array,8,4,2,1,1,0,5,1,30,0,5,12,1,4,0,5,2,2,1,1300,1,1300,0.4333333,0.1666667,0.3076923,1.7900776604799997,1.9404390309600001,0.05333154274364719,1.94014526224,1.86657959224,2.07260080124,0.9225116748936906,0
jacobi-2d,print_array,8,8,2,1,1,0,5,1,30,0,5,12,1,4,0,5,2,2,1,1300,1,1300,0.4333333,0.1666667,0.3076923,1.7900776604799997,1.8422921456200003,0.043433370008120045,1.83292647298,1.7965565519800002,1.95476123998,0.9716578691039099,0
jacobi-2d,print_array,8,16,2,1,1,0,5,1,30,0,5,12,1,4,0,5,2,2,1,1300,1,1300,0.4333333,0.1666667,0.3076923,1.7900776604799997,1.8920853324200004,0.051884981893426975,1.8790736939400001,1.8202761339400002,1.99755573894,0.9460871715497463,0
