benchmark,function,loop_id,unroll_factor,loop_depth,is_innermost,has_parent_loop,num_subloops,num_basic_blocks,num_exiting_blocks,num_instructions,num_phi_nodes,num_terminator_instructions,num_loads,num_stores,num_integer_ops,num_float_ops,num_branches,num_conditional_branches,num_calls,trip_count_known,trip_count,max_trip_count_known,max_trip_count,memory_op_ratio,control_overhead_ratio,arithmetic_intensity,baseline_mean_seconds,candidate_mean_seconds,candidate_stddev_seconds,candidate_median_seconds,candidate_min_seconds,candidate_max_seconds,speedup,profitable
gemm,init_array,3,8,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1100,1,1100,0.4444444,0.1111111,0.4166667,0.7975775350000002,0.80186619964,0.06253077543688149,0.7930364192000001,0.6998689832000001,0.9030309922,0.9946516455713867,0
gemm,init_array,3,16,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1100,1,1100,0.4444444,0.1111111,0.4166667,0.7975775350000002,0.8222757105399999,0.054533703551957614,0.8286846779,0.7263753049,0.9296982359,0.9699636323639182,0
gemm,init_array,4,2,1,0,0,1,7,1,38,0,7,13,4,5,1,7,2,0,1,1200,1,1200,0.4473684,0.1842105,0.3529412,0.7975775350000002,0.8375608712800003,0.045238272847414274,0.8321546898000001,0.7797865928000001,0.9612722208000001,0.9522621726360071,0
gemm,init_array,4,4,1,0,0,1,7,1,38,0,7,13,4,5,1,7,2,0,1,1200,1,1200,0.4473684,0.1842105,0.3529412,0.7975775350000002,0.81105289352,0.04687968377420271,0.80050144568,0.71979058768,0.9115564876800001,0.9833853517721683,0
gemm,init_array,4,8,1,0,0,1,7,1,38,0,7,13,4,5,1,7,2,0,1,1200,1,1200,0.4473684,0.1842105,0.3529412,0.7975775350000002,0.7722855719999999,0.052323417681226024,0.7676825113200001,0.7053535683200001,0.86930034732,1.0327494956748982,1
gemm,init_array,4,16,1,0,0,1,7,1,38,0,7,13,4,5,1,7,2,0,1,1200,1,1200,0.4473684,0.1842105,0.3529412,0.7975775350000002,0.7972404793800001,0.058456461638284225,0.78755199406,0.70390394106,0.92028382406,1.0004227778552617,1
gemm,init_array,5,2,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1100,1,1100,0.4444444,0.1111111,0.4166667,0.7975775350000002,0.7876194439599999,0.04081184635524619,0.79389385756,0.71044833856,0.86242276856,1.0126432773039895,1
gemm,init_array,5,4,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1100,1,1100,0.4444444,0.1111111,0.4166667,0.7975775350000002,0.7702968642600001,0.05769315128569203,0.77029223082,0.6981970428200001,0.89944298782,1.0354157883872575,1
gemm,init_array,5,8,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1100,1,1100,0.4444444,0.1111111,0.4166667,0.7975775350000002,0.7922273974600001,0.064806927185515,0.7690726263400001,0.7152809303400001,0.93016725734,1.0067532851768992,1
gemm,init_array,5,16,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1100,1,1100,0.4444444,0.1111111,0.4166667,0.7975775350000002,0.7646847539799999,0.04962387897907765,0.75406351222,0.70420636822,0.88132917722,1.0430148251927363,1
gemm,kernel_gemm,6,2,1,0,0,2,15,1,81,0,15,30,9,4,2,15,4,1,1,1000,1,1000,0.4814815,0.1851852,0.1538462,0.7975775350000002,0.8331283581600001,0.056704779044376354,0.82878795784,0.7467082218400001,1.00556443884,0.9573285162942774,0
gemm,kernel_gemm,6,4,1,0,0,2,15,1,81,0,15,30,9,4,2,15,4,1,1,1000,1,1000,0.4814815,0.1851852,0.1538462,0.7975775350000002,0.7883323606600001,0.07087578122844383,0.76924369746,0.71128978946,0.96975362246,1.01172750834719,1
gemm,kernel_gemm,6,8,1,0,0,2,15,1,81,0,15,30,9,4,2,15,4,1,1,1000,1,1000,0.4814815,0.1851852,0.1538462,0.7975775350000002,0.8515921904800003,0.14892996199397618,0.8135619645200001,0.7061210925200001,1.3924329795200001,0.9365721573262024,0
gemm,kernel_gemm,6,16,1,0,0,2,15,1,81,0,15,30,9,4,2,15,4,1,1,1000,1,1000,0.4814815,0.1851852,0.1538462,0.7975775350000002,0.8255861057400001,0.04249457430615204,0.81143887386,0.73157183386,0.91105718686,0.9660743191470077,0
gemm,kernel_gemm,7,2,2,1,1,0,3,1,20,0,3,8,2,1,1,3,1,0,1,1200,1,1200,0.5,0.15,0.2,0.7975775350000002,0.7961882105800002,0.06311567033813106,0.79470898834,0.6905262683400001,0.93818489334,1.0017449698470011,1
gemm,kernel_gemm,7,4,2,1,1,0,3,1,20,0,3,8,2,1,1,3,1,0,1,1200,1,1200,0.5,0.15,0.2,0.7975775350000002,0.7875743167200001,0.05431260735853527,0.7872999344000001,0.6967135034,0.9280349524000001,1.012701300775856,1
gemm,kernel_gemm,7,8,2,1,1,0,3,1,20,0,3,8,2,1,1,3,1,0,1,1200,1,1200,0.5,0.15,0.2,0.7975775350000002,0.7688717474600001,0.05548970230156479,0.7739143997,0.6951676567,0.8534610357,1.0373349490793893,1
gemm,kernel_gemm,7,16,2,1,1,0,3,1,20,0,3,8,2,1,1,3,1,0,1,1200,1,1200,0.5,0.15,0.2,0.7975775350000002,0.8611529879799998,0.07463193090987408,0.8590178363800001,0.72040404538,1.00793127038,0.9261740319462537,0
gemm,kernel_gemm,8,2,2,0,1,1,7,1,48,0,7,19,4,2,1,7,2,1,1,1000,1,1000,0.4791667,0.1458333,0.1304348,0.7975775350000002,0.8453035228200001,0.04866135430339341,0.84213380834,0.75896663734,0.95733846934,0.9435398214587084,0
gemm,kernel_gemm,8,4,2,0,1,1,7,1,48,0,7,19,4,2,1,7,2,1,1,1000,1,1000,0.4791667,0.1458333,0.1304348,0.7975775350000002,0.8120731064800002,0.060174735370229104,0.80368604704,0.73916443304,0.94016556704,0.9821499180747011,0
gemm,kernel_gemm,8,8,2,0,1,1,7,1,48,0,7,19,4,2,1,7,2,1,1,1000,1,1000,0.4791667,0.1458333,0.1304348,0.7975775350000002,0.84792820948,0.061493554577768714,0.83928807628,0.7445609012800001,0.9735751612800001,0.9406191775234393,0
gemm,kernel_gemm,8,16,2,0,1,1,7,1,48,0,7,19,4,2,1,7,2,1,1,1000,1,1000,0.4791667,0.1458333,0.1304348,0.7975775350000002,0.861302324,0.07188501918233103,0.8512402938800001,0.72532572088,0.98664551988,0.9260134482117108,0
gemm,kernel_gemm,9,2,3,1,1,0,3,1,37,0,3,16,2,1,1,3,1,1,1,1100,1,1100,0.4864865,0.08108108,0.1111111,0.7975775350000002,0.8605327896000001,0.04718950308961531,0.84945708848,0.80100792248,0.95509349748,0.9268415389153697,0
gemm,kernel_gemm,9,4,3,1,1,0,3,1,37,0,3,16,2,1,1,3,1,1,1,1100,1,1100,0.4864865,0.08108108,0.1111111,0.7975775350000002,0.8130203218800002,0.05795549566131987,0.8106231825600001,0.7319010895600001,0.93833762756,0.9810056569751041,0
gemm,kernel_gemm,9,8,3,1,1,0,3,1,37,0,3,16,2,1,1,3,1,1,1,1100,1,1100,0.4864865,0.08108108,0.1111111,0.7975775350000002,0.7876976764199998,0.05684204648664308,0.78148572478,0.6744064697800001,0.92206544378,1.0125427037247376,1
gemm,kernel_gemm,9,16,3,1,1,0,3,1,37,0,3,16,2,1,1,3,1,1,1,1100,1,1100,0.4864865,0.08108108,0.1111111,0.7975775350000002,0.6917880960800001,0.05371302422896183,0.68398410808,0.63645730108,0.82020198308,1.1529217393584152,1
gemm,print_array,10,2,1,0,0,1,9,1,41,0,9,15,3,5,0,9,3,2,1,1000,1,1000,0.4390244,0.2195122,0.2777778,0.7975775350000002,0.82449716846,0.049324756851860815,0.8235054888200001,0.72627308682,0.94435447382,0.9673502414686512,0
gemm,print_array,10,4,1,0,0,1,9,1,41,0,9,15,3,5,0,9,3,2,1,1000,1,1000,0.4390244,0.2195122,0.2777778,0.7975775350000002,0.7995087550200002,0.03466445197373379,0.7873343833,0.7659335173000001,0.9192658183000001,0.9975844917171023,0
gemm,print_array,10,8,1,0,0,1,9,1,41,0,9,15,3,5,0,9,3,2,1,1000,1,1000,0.4390244,0.2195122,0.2777778,0.7975775350000002,0.8391378189800001,0.05799552806038092,0.8300910049400001,0.7760925669400001,0.9560997829400001,0.9504726362702639,0
gemm,print_array,10,16,1,0,0,1,9,1,41,0,9,15,3,5,0,9,3,2,1,1000,1,1000,0.4390244,0.2195122,0.2777778,0.7975775350000002,0.8142447794399998,0.06651554237998634,0.79722402548,0.7069947224800001,0.92518555948,0.9795304251732966,0
gemm,print_array,11,2,2,1,1,0,5,1,30,0,5,12,1,4,0,5,2,2,1,1100,1,1100,0.4333333,0.1666667,0.3076923,0.7975775350000002,0.77899991996,0.07012457441256169,0.77513803948,0.6930847024800001,0.90770327248,1.0238480320266967,1
gemm,print_array,11,4,2,1,1,0,5,1,30,0,5,12,1,4,0,5,2,2,1,1100,1,1100,0.4333333,0.1666667,0.3076923,0.7975775350000002,0.7860656660999997,0.05285026836303699,0.78411698302,0.71233020002,0.87039922002,1.0146449201338554,1
gemm,print_array,11,8,2,1,1,0,5,1,30,0,5,12,1,4,0,5,2,2,1,1100,1,1100,0.4333333,0.1666667,0.3076923,0.7975775350000002,0.8147603922599999,0.057478367255986554,0.7776300553,0.7597302383,0.9439880153,0.9789105393153225,0
gemm,print_array,11,16,2,1,1,0,5,1,30,0,5,12,1,4,0,5,2,2,1,1100,1,1100,0.4333333,0.1666667,0.3076923,0.7975775350000002,0.81146650586,0.05390836037775144,0.7898528050200001,0.75786650202,0.9359270090200001,0.9828841107307563,0
