benchmark,function,loop_id,unroll_factor,loop_depth,is_innermost,has_parent_loop,num_subloops,num_basic_blocks,num_exiting_blocks,num_instructions,num_phi_nodes,num_terminator_instructions,num_loads,num_stores,num_integer_ops,num_float_ops,num_branches,num_conditional_branches,num_calls,trip_count_known,trip_count,max_trip_count_known,max_trip_count,memory_op_ratio,control_overhead_ratio,arithmetic_intensity,baseline_mean_seconds,candidate_mean_seconds,candidate_stddev_seconds,candidate_median_seconds,candidate_min_seconds,candidate_max_seconds,speedup,profitable
2mm,init_array,4.0,8.0,1.0,0.0,0.0,1.0,7.0,1.0,38.0,0.0,7.0,13.0,4.0,5.0,1.0,7.0,2.0,0.0,1.0,900.0,1.0,900.0,0.4473684,0.1842105,0.3529412,1.6886442594199995,1.6938433175800005,0.1650863497172013,1.6407617141800002,1.58328871418,2.30750979518,0.9969306144753528,0.0
2mm,init_array,4.0,16.0,1.0,0.0,0.0,1.0,7.0,1.0,38.0,0.0,7.0,13.0,4.0,5.0,1.0,7.0,2.0,0.0,1.0,900.0,1.0,900.0,0.4473684,0.1842105,0.3529412,1.6886442594199995,1.82948087074,0.097678992432717,1.77790730666,1.75894763266,2.09376438366,0.9230182651415022,0.0
2mm,init_array,5.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,27.0,0.0,3.0,10.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,1100.0,1.0,1100.0,0.4444444,0.1111111,0.4166667,1.6886442594199995,1.77958300246,0.0599234763606293,1.7622542431,1.7445418551,2.0335203091,0.9488988471376208,0.0
2mm,init_array,5.0,4.0,2.0,1.0,1.0,0.0,3.0,1.0,27.0,0.0,3.0,10.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,1100.0,1.0,1100.0,0.4444444,0.1111111,0.4166667,1.6886442594199995,1.6907377202399996,0.100601497890728,1.7114368836,1.5597156176,1.9858325466,0.9987618062843582,0.0
2mm,init_array,5.0,8.0,2.0,1.0,1.0,0.0,3.0,1.0,27.0,0.0,3.0,10.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,1100.0,1.0,1100.0,0.4444444,0.1111111,0.4166667,1.6886442594199995,1.74242786536,0.0952913076747745,1.74787023064,1.58258015964,2.00490712864,0.9691329512060528,0.0
2mm,init_array,5.0,16.0,2.0,1.0,1.0,0.0,3.0,1.0,27.0,0.0,3.0,10.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,1100.0,1.0,1100.0,0.4444444,0.1111111,0.4166667,1.6886442594199995,1.7225516184199998,0.0865422616568419,1.73529468102,1.57770117302,2.01668043702,0.9803156209442936,0.0
2mm,init_array,6.0,2.0,1.0,0.0,0.0,1.0,7.0,1.0,38.0,0.0,7.0,13.0,4.0,5.0,1.0,7.0,2.0,0.0,1.0,800.0,1.0,800.0,0.4473684,0.1842105,0.3529412,1.6886442594199995,1.6590525907199998,0.0878740187812738,1.629029542,1.5618753680000002,1.915339815,1.0178364862364957,1.0
2mm,init_array,6.0,4.0,1.0,0.0,0.0,1.0,7.0,1.0,38.0,0.0,7.0,13.0,4.0,5.0,1.0,7.0,2.0,0.0,1.0,800.0,1.0,800.0,0.4473684,0.1842105,0.3529412,1.6886442594199995,1.68410874906,0.0775053511136904,1.70448925978,1.56656924978,1.84762552478,1.0026931220222752,1.0
2mm,init_array,6.0,8.0,1.0,0.0,0.0,1.0,7.0,1.0,38.0,0.0,7.0,13.0,4.0,5.0,1.0,7.0,2.0,0.0,1.0,800.0,1.0,800.0,0.4473684,0.1842105,0.3529412,1.6886442594199995,2.049825207639999,0.3989011236001464,1.9736193836,1.5707033566000002,2.6591378056,0.8237991479108437,0.0
2mm,init_array,6.0,16.0,1.0,0.0,0.0,1.0,7.0,1.0,38.0,0.0,7.0,13.0,4.0,5.0,1.0,7.0,2.0,0.0,1.0,800.0,1.0,800.0,0.4473684,0.1842105,0.3529412,1.6886442594199995,1.74572522016,0.0908571012865245,1.74925321824,1.57713843424,2.04000371424,0.9673024367862608,0.0
2mm,init_array,7.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,27.0,0.0,3.0,10.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,1200.0,1.0,1200.0,0.4444444,0.1111111,0.4166667,1.6886442594199995,1.6994780298,0.0923724482438249,1.70000783188,1.57928012888,2.00652952788,0.9936252365785068,0.0
2mm,init_array,7.0,4.0,2.0,1.0,1.0,0.0,3.0,1.0,27.0,0.0,3.0,10.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,1200.0,1.0,1200.0,0.4444444,0.1111111,0.4166667,1.6886442594199995,1.6473695816,0.0974961372504893,1.60650431288,1.5807053058799998,2.0267181988800003,1.0250548985977463,1.0
2mm,init_array,7.0,8.0,2.0,1.0,1.0,0.0,3.0,1.0,27.0,0.0,3.0,10.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,1200.0,1.0,1200.0,0.4444444,0.1111111,0.4166667,1.6886442594199995,1.66769011518,0.0847570279825342,1.6380996179399998,1.58287647894,1.93239075994,1.012564770906337,1.0
2mm,init_array,7.0,16.0,2.0,1.0,1.0,0.0,3.0,1.0,27.0,0.0,3.0,10.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,1200.0,1.0,1200.0,0.4444444,0.1111111,0.4166667,1.6886442594199995,1.7131520687600004,0.0862588313531092,1.7367482453200005,1.59960233932,1.8326095543200005,0.985694317634196,0.0
2mm,kernel_2mm,8.0,2.0,1.0,0.0,0.0,1.0,11.0,1.0,68.0,0.0,11.0,26.0,7.0,3.0,1.0,11.0,3.0,1.0,1.0,900.0,1.0,900.0,0.4852941,0.1617647,0.1212121,1.6886442594199995,1.71605452686,0.2046592942096992,1.6804224122600002,1.5984458972600002,2.65347671226,0.9840271582219738,0.0
2mm,kernel_2mm,8.0,4.0,1.0,0.0,0.0,1.0,11.0,1.0,68.0,0.0,11.0,26.0,7.0,3.0,1.0,11.0,3.0,1.0,1.0,900.0,1.0,900.0,0.4852941,0.1617647,0.1212121,1.6886442594199995,1.75244362708,0.0887727464321017,1.7640073046400002,1.58656622164,2.0272064966400003,0.9635940542256954,0.0
2mm,kernel_2mm,8.0,8.0,1.0,0.0,0.0,1.0,11.0,1.0,68.0,0.0,11.0,26.0,7.0,3.0,1.0,11.0,3.0,1.0,1.0,900.0,1.0,900.0,0.4852941,0.1617647,0.1212121,1.6886442594199995,1.6790484413000002,0.1111520231487769,1.6300771634200002,1.59407346742,2.10756506042,1.0057150335177762,1.0
2mm,kernel_2mm,8.0,16.0,1.0,0.0,0.0,1.0,11.0,1.0,68.0,0.0,11.0,26.0,7.0,3.0,1.0,11.0,3.0,1.0,1.0,900.0,1.0,900.0,0.4852941,0.1617647,0.1212121,1.6886442594199995,1.7297931027000004,0.0889864075240366,1.74983796258,1.59306746558,1.94823837058,0.9762116965226812,0.0
2mm,kernel_2mm,9.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,57.0,0.0,7.0,23.0,5.0,2.0,1.0,7.0,2.0,1.0,1.0,1200.0,1.0,1200.0,0.4912281,0.122807,0.1071429,1.6886442594199995,1.6665242154200002,0.0607871156600719,1.6556868048600002,1.59401242086,1.80322293086,1.0132731608669874,1.0
2mm,kernel_2mm,9.0,4.0,2.0,0.0,1.0,1.0,7.0,1.0,57.0,0.0,7.0,23.0,5.0,2.0,1.0,7.0,2.0,1.0,1.0,1200.0,1.0,1200.0,0.4912281,0.122807,0.1071429,1.6886442594199995,1.6933771594200004,0.0910665241736857,1.67598033742,1.59327243242,1.91912509542,0.997205052652522,0.0
2mm,kernel_2mm,9.0,8.0,2.0,0.0,1.0,1.0,7.0,1.0,57.0,0.0,7.0,23.0,5.0,2.0,1.0,7.0,2.0,1.0,1.0,1200.0,1.0,1200.0,0.4912281,0.122807,0.1071429,1.6886442594199995,1.7362456019199997,0.1722885373296669,1.71292324044,1.58362584244,2.30196403844,0.9725837505665323,0.0
2mm,kernel_2mm,9.0,16.0,2.0,0.0,1.0,1.0,7.0,1.0,57.0,0.0,7.0,23.0,5.0,2.0,1.0,7.0,2.0,1.0,1.0,1200.0,1.0,1200.0,0.4912281,0.122807,0.1071429,1.6886442594199995,1.7386678274200005,0.087761150600584,1.74569479658,1.58715087758,2.04649032258,0.9712287952815978,0.0
2mm,kernel_2mm,10.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,35.0,0.0,3.0,15.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1100.0,1.0,1100.0,0.4857143,0.08571429,0.05882353,1.6886442594199995,1.7076894622800003,0.0805240035227463,1.694240952,1.6044489900000003,1.908606622,0.9888473851477816,0.0
2mm,kernel_2mm,10.0,4.0,3.0,1.0,1.0,0.0,3.0,1.0,35.0,0.0,3.0,15.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1100.0,1.0,1100.0,0.4857143,0.08571429,0.05882353,1.6886442594199995,1.7330643969600004,0.0730873085113363,1.69928746352,1.65178889852,1.86746181252,0.9743690207831176,0.0
2mm,kernel_2mm,10.0,8.0,3.0,1.0,1.0,0.0,3.0,1.0,35.0,0.0,3.0,15.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1100.0,1.0,1100.0,0.4857143,0.08571429,0.05882353,1.6886442594199995,1.8381364165600005,0.1173360897558573,1.80210311164,1.63293027164,2.21698505864,0.918671891926406,0.0
2mm,kernel_2mm,10.0,16.0,3.0,1.0,1.0,0.0,3.0,1.0,35.0,0.0,3.0,15.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1100.0,1.0,1100.0,0.4857143,0.08571429,0.05882353,1.6886442594199995,1.6367350080400005,0.0996583897860747,1.59299979892,1.56452263992,2.02629492792,1.0317151225610803,1.0
2mm,kernel_2mm,11.0,2.0,1.0,0.0,0.0,1.0,11.0,1.0,67.0,0.0,11.0,25.0,7.0,3.0,1.0,11.0,3.0,1.0,1.0,900.0,1.0,900.0,0.4776119,0.1641791,0.125,1.6886442594199995,1.75215019652,0.0621327441348605,1.77306465044,1.61185861744,1.87352435644,0.963755426203683,0.0
2mm,kernel_2mm,11.0,4.0,1.0,0.0,0.0,1.0,11.0,1.0,67.0,0.0,11.0,25.0,7.0,3.0,1.0,11.0,3.0,1.0,1.0,900.0,1.0,900.0,0.4776119,0.1641791,0.125,1.6886442594199995,1.73404434436,0.0953497445163816,1.75865907992,1.6079539369200002,2.02600949892,0.9738183829683108,0.0
2mm,kernel_2mm,11.0,8.0,1.0,0.0,0.0,1.0,11.0,1.0,67.0,0.0,11.0,25.0,7.0,3.0,1.0,11.0,3.0,1.0,1.0,900.0,1.0,900.0,0.4776119,0.1641791,0.125,1.6886442594199995,1.68496256354,0.0823056901053331,1.63887184278,1.59170599478,1.80315134578,1.002185031263997,1.0
2mm,kernel_2mm,11.0,16.0,1.0,0.0,0.0,1.0,11.0,1.0,67.0,0.0,11.0,25.0,7.0,3.0,1.0,11.0,3.0,1.0,1.0,900.0,1.0,900.0,0.4776119,0.1641791,0.125,1.6886442594199995,1.70118039188,0.0753032355625802,1.7018658890400002,1.58529375104,1.86451003104,0.9926309211416748,0.0
2mm,kernel_2mm,12.0,2.0,2.0,0.0,1.0,1.0,7.0,1.0,56.0,0.0,7.0,22.0,5.0,2.0,1.0,7.0,2.0,1.0,1.0,800.0,1.0,800.0,0.4821429,0.125,0.1111111,1.6886442594199995,1.7071934848200003,0.0979406056079964,1.6958744159,1.5950975519,2.0160726439,0.9891346671804124,0.0
2mm,kernel_2mm,12.0,4.0,2.0,0.0,1.0,1.0,7.0,1.0,56.0,0.0,7.0,22.0,5.0,2.0,1.0,7.0,2.0,1.0,1.0,800.0,1.0,800.0,0.4821429,0.125,0.1111111,1.6886442594199995,1.71616298106,0.2193931464075563,1.6699479054600002,1.57725639546,2.70187333446,0.9839649718915372,0.0
2mm,kernel_2mm,12.0,8.0,2.0,0.0,1.0,1.0,7.0,1.0,56.0,0.0,7.0,22.0,5.0,2.0,1.0,7.0,2.0,1.0,1.0,800.0,1.0,800.0,0.4821429,0.125,0.1111111,1.6886442594199995,1.7600402596,0.0616990062740986,1.7716564784000002,1.6128132454000002,1.8567701734,0.9594350187215456,0.0
2mm,kernel_2mm,12.0,16.0,2.0,0.0,1.0,1.0,7.0,1.0,56.0,0.0,7.0,22.0,5.0,2.0,1.0,7.0,2.0,1.0,1.0,800.0,1.0,800.0,0.4821429,0.125,0.1111111,1.6886442594199995,1.7004143405399994,0.1075298928931034,1.68825631702,1.59512991302,2.04066998602,0.9930781099409796,0.0
2mm,kernel_2mm,13.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,37.0,0.0,3.0,16.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1100.0,1.0,1100.0,0.4864865,0.08108108,0.1111111,1.6886442594199995,1.6599652476600002,0.0750087819779011,1.6376677579,1.5813301969000002,1.8799241199,1.017276874802305,1.0
2mm,kernel_2mm,13.0,4.0,3.0,1.0,1.0,0.0,3.0,1.0,37.0,0.0,3.0,16.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1100.0,1.0,1100.0,0.4864865,0.08108108,0.1111111,1.6886442594199995,1.665832134460001,0.0855234018833697,1.6240583645400002,1.58764729354,1.90682375054,1.0136941318924635,1.0
2mm,kernel_2mm,13.0,8.0,3.0,1.0,1.0,0.0,3.0,1.0,37.0,0.0,3.0,16.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1100.0,1.0,1100.0,0.4864865,0.08108108,0.1111111,1.6886442594199995,1.7422689394600008,0.0763940866076951,1.76191021262,1.5995756706200002,1.87894985662,0.9692213533597048,0.0
2mm,kernel_2mm,13.0,16.0,3.0,1.0,1.0,0.0,3.0,1.0,37.0,0.0,3.0,16.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1100.0,1.0,1100.0,0.4864865,0.08108108,0.1111111,1.6886442594199995,1.66724722218,0.1672031008444243,1.60152356746,1.5682818924600002,2.32460582346,1.012833751920739,1.0
2mm,print_array,14.0,2.0,1.0,0.0,0.0,1.0,9.0,1.0,41.0,0.0,9.0,15.0,3.0,5.0,0.0,9.0,3.0,2.0,1.0,800.0,1.0,800.0,0.4390244,0.2195122,0.2777778,1.6886442594199995,1.7280638787799998,0.0750926980922254,1.7366690975,1.5889705575000002,1.9309659495,0.9771885635455616,0.0
2mm,print_array,14.0,4.0,1.0,0.0,0.0,1.0,9.0,1.0,41.0,0.0,9.0,15.0,3.0,5.0,0.0,9.0,3.0,2.0,1.0,800.0,1.0,800.0,0.4390244,0.2195122,0.2777778,1.6886442594199995,1.68466982946,0.0967404107523618,1.6716606073,1.5659841513,1.9993456733,1.0023591744153653,1.0
2mm,print_array,14.0,8.0,1.0,0.0,0.0,1.0,9.0,1.0,41.0,0.0,9.0,15.0,3.0,5.0,0.0,9.0,3.0,2.0,1.0,800.0,1.0,800.0,0.4390244,0.2195122,0.2777778,1.6886442594199995,1.6656805128599996,0.089841775150377,1.61158356074,1.57375488874,1.90685135074,1.013786405245608,1.0
2mm,print_array,14.0,16.0,1.0,0.0,0.0,1.0,9.0,1.0,41.0,0.0,9.0,15.0,3.0,5.0,0.0,9.0,3.0,2.0,1.0,800.0,1.0,800.0,0.4390244,0.2195122,0.2777778,1.6886442594199995,1.6543386903000004,0.0707927785660715,1.61242448314,1.5740406591400002,1.77827252414,1.0207367265972471,1.0
2mm,print_array,15.0,2.0,2.0,1.0,1.0,0.0,5.0,1.0,30.0,0.0,5.0,12.0,1.0,4.0,0.0,5.0,2.0,2.0,1.0,1200.0,1.0,1200.0,0.4333333,0.1666667,0.3076923,1.6886442594199995,1.68204475434,0.0992508070642064,1.65659744406,1.58124090006,2.01127891506,1.0039235014781691,1.0
2mm,print_array,15.0,4.0,2.0,1.0,1.0,0.0,5.0,1.0,30.0,0.0,5.0,12.0,1.0,4.0,0.0,5.0,2.0,2.0,1.0,1200.0,1.0,1200.0,0.4333333,0.1666667,0.3076923,1.6886442594199995,1.74214618286,0.2251990995287627,1.7252287523800005,1.56911985938,2.75379570938,0.9692896474667996,0.0
2mm,print_array,15.0,8.0,2.0,1.0,1.0,0.0,5.0,1.0,30.0,0.0,5.0,12.0,1.0,4.0,0.0,5.0,2.0,2.0,1.0,1200.0,1.0,1200.0,0.4333333,0.1666667,0.3076923,1.6886442594199995,1.7692146376200002,0.0736082550155684,1.7671862860200005,1.60748156002,2.02475399202,0.9544598057879592,0.0
2mm,print_array,15.0,16.0,2.0,1.0,1.0,0.0,5.0,1.0,30.0,0.0,5.0,12.0,1.0,4.0,0.0,5.0,2.0,2.0,1.0,1200.0,1.0,1200.0,0.4333333,0.1666667,0.3076923,1.6886442594199995,1.7405897049400003,0.0846240483100932,1.7650634177,1.6123754627000002,1.8682228677,0.9701564099956622,0.0
3mm,init_array,0.0,2.0,1.0,0.0,0.0,1.0,7.0,1.0,40.0,0.0,7.0,13.0,4.0,7.0,1.0,7.0,2.0,0.0,1.0,800.0,1.0,800.0,0.425,0.175,0.4705882,2.82929243796,2.88344956706,0.1347273653224115,2.8185805532600003,2.75836540526,3.2057147822600003,0.9812179378066184,0.0
3mm,init_array,0.0,4.0,1.0,0.0,0.0,1.0,7.0,1.0,40.0,0.0,7.0,13.0,4.0,7.0,1.0,7.0,2.0,0.0,1.0,800.0,1.0,800.0,0.425,0.175,0.4705882,2.82929243796,2.7948390231,0.0296481857590611,2.78713109458,2.75348152458,2.85599700458,1.0123275131681055,1.0
3mm,init_array,0.0,8.0,1.0,0.0,0.0,1.0,7.0,1.0,40.0,0.0,7.0,13.0,4.0,7.0,1.0,7.0,2.0,0.0,1.0,800.0,1.0,800.0,0.425,0.175,0.4705882,2.82929243796,2.8399379540600007,0.1218206328847954,2.80946498686,2.75199314986,3.32246822486,0.9962514969438744,0.0
3mm,init_array,0.0,16.0,1.0,0.0,0.0,1.0,7.0,1.0,40.0,0.0,7.0,13.0,4.0,7.0,1.0,7.0,2.0,0.0,1.0,800.0,1.0,800.0,0.425,0.175,0.4705882,2.82929243796,2.7986861287600004,0.0378615861648568,2.79436296468,2.73011366568,2.90347875068,1.010935956299451,1.0
3mm,init_array,1.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,29.0,0.0,3.0,10.0,2.0,6.0,1.0,3.0,1.0,0.0,1.0,1100.0,1.0,1100.0,0.4137931,0.1034483,0.5833333,2.82929243796,2.797990248500001,0.0348546041340605,2.7919332051000003,2.7460738191000003,2.8917473961,1.0111873833287233,1.0
3mm,init_array,1.0,4.0,2.0,1.0,1.0,0.0,3.0,1.0,29.0,0.0,3.0,10.0,2.0,6.0,1.0,3.0,1.0,0.0,1.0,1100.0,1.0,1100.0,0.4137931,0.1034483,0.5833333,2.82929243796,2.81199302728,0.0545642424350047,2.79910594808,2.75751937308,3.04263554908,1.0061520105178687,1.0
3mm,init_array,1.0,8.0,2.0,1.0,1.0,0.0,3.0,1.0,29.0,0.0,3.0,10.0,2.0,6.0,1.0,3.0,1.0,0.0,1.0,1100.0,1.0,1100.0,0.4137931,0.1034483,0.5833333,2.82929243796,2.86914605654,0.1568020830800244,2.82464885346,2.78685415046,3.58896796646,0.98610958877846,0.0
3mm,init_array,1.0,16.0,2.0,1.0,1.0,0.0,3.0,1.0,29.0,0.0,3.0,10.0,2.0,6.0,1.0,3.0,1.0,0.0,1.0,1100.0,1.0,1100.0,0.4137931,0.1034483,0.5833333,2.82929243796,2.78386991854,0.0277611191460265,2.77968349022,2.73609573722,2.83987209522,1.0163163225111544,1.0
3mm,init_array,2.0,2.0,1.0,0.0,0.0,1.0,7.0,1.0,39.0,0.0,7.0,13.0,4.0,6.0,1.0,7.0,2.0,0.0,1.0,900.0,1.0,900.0,0.4358974,0.1794872,0.4117647,2.82929243796,2.7818166845600003,0.0514502948343524,2.7650350716000003,2.7156850406000004,2.9744864236,1.0170664564863334,1.0
3mm,init_array,2.0,4.0,1.0,0.0,0.0,1.0,7.0,1.0,39.0,0.0,7.0,13.0,4.0,6.0,1.0,7.0,2.0,0.0,1.0,900.0,1.0,900.0,0.4358974,0.1794872,0.4117647,2.82929243796,2.8304623751,0.0495665039747829,2.8146040133,2.7782782973,2.9582810323,0.999586662182726,0.0
3mm,init_array,2.0,8.0,1.0,0.0,0.0,1.0,7.0,1.0,39.0,0.0,7.0,13.0,4.0,6.0,1.0,7.0,2.0,0.0,1.0,900.0,1.0,900.0,0.4358974,0.1794872,0.4117647,2.82929243796,2.777629298119999,0.0435696525156737,2.76141144704,2.73672646504,2.90581654404,1.0185997245474652,1.0
3mm,init_array,2.0,16.0,1.0,0.0,0.0,1.0,7.0,1.0,39.0,0.0,7.0,13.0,4.0,6.0,1.0,7.0,2.0,0.0,1.0,900.0,1.0,900.0,0.4358974,0.1794872,0.4117647,2.82929243796,2.8256756401,0.053810647206456,2.8082608868600003,2.75131148586,2.96909700186,1.0012799763032505,1.0
