benchmark,function,loop_id,unroll_factor,loop_depth,is_innermost,has_parent_loop,num_subloops,num_basic_blocks,num_exiting_blocks,num_instructions,num_phi_nodes,num_terminator_instructions,num_loads,num_stores,num_integer_ops,num_float_ops,num_branches,num_conditional_branches,num_calls,trip_count_known,trip_count,max_trip_count_known,max_trip_count,memory_op_ratio,control_overhead_ratio,arithmetic_intensity,baseline_mean_seconds,candidate_mean_seconds,candidate_stddev_seconds,candidate_median_seconds,candidate_min_seconds,candidate_max_seconds,speedup,profitable
atax,kernel_atax,3.0,8.0,1.0,0.0,0.0,2.0,11.0,1.0,84.0,0.0,11.0,35.0,8.0,3.0,0.0,11.0,3.0,2.0,1.0,1900.0,1.0,1900.0,0.5119048,0.1309524,0.06976744,0.0202331327,0.0298118415399999,0.0035259143974941,0.0308255093,0.0241143813,0.0350318303,0.6786944936914487,0.0
atax,kernel_atax,3.0,16.0,1.0,0.0,0.0,2.0,11.0,1.0,84.0,0.0,11.0,35.0,8.0,3.0,0.0,11.0,3.0,2.0,1.0,1900.0,1.0,1900.0,0.5119048,0.1309524,0.06976744,0.0202331327,0.03165875966,0.0028521925005432,0.03203926362,0.02768776762,0.03947328062,0.6391006128254615,0.0
atax,kernel_atax,4.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,33.0,0.0,3.0,15.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,2100.0,1.0,2100.0,0.5151515,0.09090909,0.05882353,0.0202331327,0.02802415156,0.0029137159707242,0.02826660208,0.02284143708,0.03525840208,0.7219891262963181,0.0
atax,kernel_atax,4.0,4.0,2.0,1.0,1.0,0.0,3.0,1.0,33.0,0.0,3.0,15.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,2100.0,1.0,2100.0,0.5151515,0.09090909,0.05882353,0.0202331327,0.0330966204399999,0.0022641765508281,0.0333234077999999,0.0288284128,0.0373962478,0.6113353094972378,0.0
atax,kernel_atax,4.0,8.0,2.0,1.0,1.0,0.0,3.0,1.0,33.0,0.0,3.0,15.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,2100.0,1.0,2100.0,0.5151515,0.09090909,0.05882353,0.0202331327,0.02775221132,0.0032656122274884,0.029324639,0.022677529,0.0322582739999999,0.7290638020408384,0.0
atax,kernel_atax,4.0,16.0,2.0,1.0,1.0,0.0,3.0,1.0,33.0,0.0,3.0,15.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,2100.0,1.0,2100.0,0.5151515,0.09090909,0.05882353,0.0202331327,0.03171157948,0.0029242462888069,0.03250967412,0.02593397912,0.03652135612,0.6380361064248068,0.0
atax,kernel_atax,5.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,33.0,0.0,3.0,15.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,2100.0,1.0,2100.0,0.5151515,0.09090909,0.05882353,0.0202331327,0.03118800808,0.0050807829360748,0.02873619092,0.02565135392,0.04299674492,0.6487471930910181,0.0
atax,kernel_atax,5.0,4.0,2.0,1.0,1.0,0.0,3.0,1.0,33.0,0.0,3.0,15.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,2100.0,1.0,2100.0,0.5151515,0.09090909,0.05882353,0.0202331327,0.03164892626,0.0026870432149487,0.03206425878,0.02571627278,0.03628010778,0.639299182973293,0.0
atax,kernel_atax,5.0,8.0,2.0,1.0,1.0,0.0,3.0,1.0,33.0,0.0,3.0,15.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,2100.0,1.0,2100.0,0.5151515,0.09090909,0.05882353,0.0202331327,0.03483400936,0.0045483852832343,0.03360452336,0.02748646136,0.04603773236,0.5808442114973353,0.0
atax,kernel_atax,5.0,16.0,2.0,1.0,1.0,0.0,3.0,1.0,33.0,0.0,3.0,15.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,2100.0,1.0,2100.0,0.5151515,0.09090909,0.05882353,0.0202331327,0.0318046503,0.0036904287176193,0.03191229838,0.02481133438,0.04185252038,0.6361690038767694,0.0
atax,kernel_atax,6.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,14.0,0.0,3.0,5.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,2100.0,1.0,2100.0,0.5,0.2142857,0.1428571,0.0202331327,0.0343096467599999,0.0026164808674326,0.03395609284,0.02944510184,0.03936462684,0.5897213935641232,0.0
atax,kernel_atax,6.0,4.0,1.0,1.0,0.0,0.0,3.0,1.0,14.0,0.0,3.0,5.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,2100.0,1.0,2100.0,0.5,0.2142857,0.1428571,0.0202331327,0.0294355240399999,0.0030903604781602,0.0296907770399999,0.02429988304,0.03487284804,0.6873712413784497,0.0
atax,kernel_atax,6.0,8.0,1.0,1.0,0.0,0.0,3.0,1.0,14.0,0.0,3.0,5.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,2100.0,1.0,2100.0,0.5,0.2142857,0.1428571,0.0202331327,0.03452364508,0.0028510808940855,0.03446149296,0.03000582696,0.04184523596,0.5860659456182776,0.0
atax,kernel_atax,6.0,16.0,1.0,1.0,0.0,0.0,3.0,1.0,14.0,0.0,3.0,5.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,2100.0,1.0,2100.0,0.5,0.2142857,0.1428571,0.0202331327,0.02822882674,0.0031848722778866,0.02828303582,0.02308782682,0.0338981058199999,0.716754291149119,0.0
